kind,source_kind,source_family,source_path,container_path,archive_member,source_mtime,document_role,sha256,original_name,legacy_destination_path,destination_path
moved_clean_recovery,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Strong_Convergence_in_L2_Using_Compactness.tex,,,2025-03-07T14:53:35+00:00,fragment_tex,5ef978511d910c63ac43a204529a0fb549f59d0b1dda6b7a5a1042c0cfcaf0f0,Strong_Convergence_in_L2_Using_Compactness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Strong_Convergence_in_L2_Using_Compactness__my_project_priority__2025-03-07.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Strong_Convergence_in_L2_Using_Compactness__my_project_priority__2025-03-07.tex
moved_clean_recovery,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Unifying_Stability_in_PDEs-_A_Single_Invariance_Perspective.tex,,,2025-03-07T14:53:35+00:00,fragment_tex,1fba77ccd73eebe01de93d8d04adcf3b43a1361b00aeafccdbf2c0ed32c09669,Unifying_Stability_in_PDEs-_A_Single_Invariance_Perspective.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Unifying_Stability_in_PDEs-_A_Single_Invariance_Perspective__my_project_priority__2025-03-07.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Unifying_Stability_in_PDEs-_A_Single_Invariance_Perspective__my_project_priority__2025-03-07.tex
moved_clean_recovery,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Section_4-_Non-Sobolev_Compactness.tex,,,2025-03-07T14:53:35+00:00,fragment_tex,7b0d0b8848b0ef89a32846e695ff9064a829bc683be37e5c6c6025bdce1a8e75,Section_4-_Non-Sobolev_Compactness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section_4-_Non-Sobolev_Compactness__my_project_priority__2025-03-07.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section_4-_Non-Sobolev_Compactness__my_project_priority__2025-03-07.tex
moved_clean_recovery,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Section_3-_Monotone_Functional.tex,,,2025-03-07T14:53:35+00:00,fragment_tex,af5087b2afe5455da0cf4a7b965a1604f26307004b7d2599c6e632c80b914d3d,Section_3-_Monotone_Functional.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section_3-_Monotone_Functional__my_project_priority__2025-03-07.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section_3-_Monotone_Functional__my_project_priority__2025-03-07.tex
moved_clean_recovery,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Section 3- Monotone Functional.tex,,,2025-03-07T14:29:04+00:00,standalone_tex,c306bb322443d546a726c44c149b5dcdf053086d7b645a244d88d9a1853ef1cd,Section 3- Monotone Functional.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section 3- Monotone Functional__my_project_priority__2025-03-07.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 3- Monotone Functional__my_project_priority__2025-03-07.tex
moved_clean_recovery,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Comparisons to Known Results.tex,,,2025-03-07T14:29:04+00:00,standalone_tex,a333656bc6fc0baccddc599153dedbaf593d7d256ce85449d0953e2128c86536,Comparisons to Known Results.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Comparisons to Known Results__my_project_priority__2025-03-07.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Comparisons to Known Results__my_project_priority__2025-03-07.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,A Framework Toward the Millennium Prize Problem on the NavierΓÇôStokes Equations.tex,2025-01-17T06:33:54+00:00,standalone_tex,90ef9f1bec6b067b6bd7960c81073a77ddf1ed24768f49ea572bea3d920357a2,A Framework Toward the Millennium Prize Problem on the Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/A Framework Toward the Millennium Prize Problem on the NavierCoStokes Equations__desktop_navier_stokes_zip__2025-01-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/A Framework Toward the Millennium Prize Problem on the Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-17.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,A Rigorous Theoretical Framework for Global Regularity of the NavierΓÇôStokes Equations.tex,2025-01-25T09:16:28+00:00,standalone_tex,2928dcca72acec028b2be8d00776fc878d0c6429f897fbac9ae699ae5e2c2ddf,A Rigorous Theoretical Framework for Global Regularity of the Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/A Rigorous Theoretical Framework for Global Regularity of the NavierCoStokes Equations__desktop_navier_stokes_zip__2025-01-25.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/A Rigorous Theoretical Framework for Global Regularity of the Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-25.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,"A Uni∩¼üed Framework for the Global Regularity of 3D NavierΓÇôStokes EquationsMoreover, the framework o∩¼Çers a transferable methodology for stabilizing other complex PDE system.tex",2025-01-17T06:33:54+00:00,standalone_tex,fa033cf29bfcbd0490dfef5c06b57b3d16298c1b81997ae9a0d17111bd577699,"A Unified Framework for the Global Regularity of 3D Navier-Stokes EquationsMoreover, the framework offers a transferable methodology for stabilizing other complex PDE system.tex","/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/A Uni14ued Framework for the Global Regularity of 3D NavierCoStokes EquationsMoreover, the framework o14Cers a transferable methodology for stabilizing other complex PDE system__desktop_navier_stokes_zip__2025-01-17.tex","/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/A Unified Framework for the Global Regularity of 3D Navier-Stokes EquationsMoreover, the framework offers a transferable methodology for stabilizing other complex PDE system__desktop_navier_stokes_zip__2025-01-17.tex"
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Compactness Proof for Discrete NavierΓÇôStokes Solutions.tex,2025-01-10T11:08:38+00:00,standalone_tex,e4894d044f0f2c89dd27139f8e3d570f7159b754541965785ec2c998bea5c90c,Compactness Proof for Discrete Navier-Stokes Solutions.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Compactness Proof for Discrete NavierCoStokes Solutions__desktop_navier_stokes_zip__2025-01-10.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Compactness Proof for Discrete Navier-Stokes Solutions__desktop_navier_stokes_zip__2025-01-10.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Comparisons to Known Results.tex,2025-01-12T18:58:08+00:00,standalone_tex,0ce8d5bba61fbb6eb32e893499f23e03681880517f961fa800885942ffe8b6ab,Comparisons to Known Results.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Comparisons to Known Results__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Comparisons to Known Results__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Conclusion- Smooth Solutions for All Time.tex,2025-01-12T18:55:56+00:00,standalone_tex,7be7dd7584cb6fbc3086fe234faaa7e971dea95a3b14e4770933673163bee134,Conclusion- Smooth Solutions for All Time.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Conclusion- Smooth Solutions for All Time__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Conclusion- Smooth Solutions for All Time__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Energy Boundedness via Q(t) - A Re∩¼üned Framework for Global Regularity.tex,2025-01-12T18:40:08+00:00,standalone_tex,f9940e859957bf526ea973bd40ae741a7ad2f3d87638e88b8621a9b45e34e569,Energy Boundedness via Q(t) - A Refined Framework for Global Regularity.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Energy Boundedness via Q(t) - A Re14uned Framework for Global Regularity__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Energy Boundedness via Q(t) - A Refined Framework for Global Regularity__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Energy Boundedness via Q(t) for Global Regularity.tex,2025-01-12T18:25:34+00:00,standalone_tex,59e8c7adabe05f23c54c09f6ec6c0c869c1677c6c7d82600bd012111969d67ec,Energy Boundedness via Q(t) for Global Regularity.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Energy Boundedness via Q(t) for Global Regularity__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Energy Boundedness via Q(t) for Global Regularity__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,General Framework for Partial Di∩¼Çerential Equations (PDEs).tex,2025-01-13T15:02:42+00:00,standalone_tex,700c9f67dd2c2b7f36065c9a34f1e9c40a6f35425f74d62d74702dfc3468a85c,General Framework for Partial Differential Equations (PDEs).tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/General Framework for Partial Di14Cerential Equations (PDEs)__desktop_navier_stokes_zip__2025-01-13.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/General Framework for Partial Differential Equations (PDEs)__desktop_navier_stokes_zip__2025-01-13.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Global Regularity for the 3D NavierΓÇôStokes Equations.tex,2025-01-12T11:45:50+00:00,standalone_tex,2023fd7197a492e05523b3b514b59c5a818b2a7155c1df3acd55e1d223e25754,Global Regularity for the 3D Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Global Regularity for the 3D NavierCoStokes Equations__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Global Regularity for the 3D Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Global Regularity Framework for Arbitrary Initial Data in L2.tex,2025-01-12T18:53:06+00:00,standalone_tex,b9761dbac38d6834eab8eded98ffa0fe2ba7b6ef615d49702cf138a5630d8d7c,Global Regularity Framework for Arbitrary Initial Data in L2.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Global Regularity Framework for Arbitrary Initial Data in L2__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Global Regularity Framework for Arbitrary Initial Data in L2__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Global Regularity of the 3D NavierΓÇôStokes Equations.tex,2025-01-25T09:13:38+00:00,standalone_tex,923c51a6dd8584e40060656a7c51fdb139e3c1e85c2316cbf57c41d1e7d8ca28,Global Regularity of the 3D Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Global Regularity of the 3D NavierCoStokes Equations__desktop_navier_stokes_zip__2025-01-25.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Global Regularity of the 3D Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-25.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Gradient Control Through Geometric Arguments.tex,2025-01-12T18:54:46+00:00,standalone_tex,04354d65afaa4024db4b41d52f75aee8380e6d4042c3d899485eb042681a55ce,Gradient Control Through Geometric Arguments.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Gradient Control Through Geometric Arguments__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Gradient Control Through Geometric Arguments__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Mild Initial Conditions for Global Regularity.tex,2025-01-12T18:16:48+00:00,standalone_tex,85e307ca1e08d9260209df79dae9b6ff9f5ce220bbdb6d41aa388f852be9be10,Mild Initial Conditions for Global Regularity.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Mild Initial Conditions for Global Regularity__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Mild Initial Conditions for Global Regularity__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,navier_stokes_proo2f.tex,2025-01-29T14:00:02+00:00,standalone_tex,217e1da7af9ddd166f6cf32d0f5744b6c5bb74daa728052be8610731ebc47d2f,navier_stokes_proo2f.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/navier_stokes_proo2f__desktop_navier_stokes_zip__2025-01-29.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/navier_stokes_proo2f__desktop_navier_stokes_zip__2025-01-29.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,navier_stokes_proof.tex,2025-01-29T13:36:52+00:00,standalone_tex,5d8dd6f3797f6eb081b4b9de67ec260d5a94513ecce910708f58c2cecf01dac2,navier_stokes_proof.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/navier_stokes_proof__desktop_navier_stokes_zip__2025-01-29.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/navier_stokes_proof__desktop_navier_stokes_zip__2025-01-29.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Proof of Global Regularity for Morphic-Regularized Navier-Stokes Equations.tex,2025-01-08T11:24:54+00:00,standalone_tex,3fa337c011d5ef2a49706168d44d458a1b42f09a14e27037d7b24b849b4eedda,Proof of Global Regularity for Morphic-Regularized Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Proof of Global Regularity for Morphic-Regularized Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-08.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Proof of Global Regularity for Morphic-Regularized Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-08.tex
